,_id,Entity,Name,Type,Country,Federal Register citation,Effective Date,Year,License requirement,License review policy,Address,Alias,Subordinate
1046,e610a2b6a9a3a3b485c11b771a09a5bf665626545bc1f7618fdd4942,"Northwestern Polytechnical University, , a.k.a., the following ten aliases:
-Northwest Polytechnic University;
-Northwest Polytechnical University;
-Northwestern Polytechnic University;
-Northwestern Polytechnical University, Beijing Research Institute;
-Northwestern Polytechnical University, Chongqing Innovation Center;
-Northwestern Polytechnical University, Collaborative Innovation Center;
-Northwestern Polytechnical University, Ningbo Research Institute;
-Northwestern Polytechnical University, Qingdao Research Institute;
-Northwestern Polytechnical University, Shenzhen Research Institute; and
-Northwestern Polytechnical University, Yangtze River Delta Research Institute.

 127 Yonyi Xilu, Xi'an 71002 Shaanxi, China; and Youyi Xi Lu, Xi'an, Shaanxi, China; and No. 1 Bianjia Cun, Xi'an, China; and West Friendship Rd. 59, Xi'an, China; and 3 10 W Apt 3, Xi'an, China; and Yard 5, Yangfangdian East Road, Haidian District, Beijing, China; and 20th Floor, Block B, Innovation Building, 17 Laodong South Road, Xi'an, China; and 25th Floor, Shenzhen Sanhang Technology Building, Northwestern Polytechnical University, No. 45, Gaoxin South 9th Road, Nanshan District, Shenzhen, China; and Building 4, Phase II, Qingdao Blue Valley Venture Center, Jimo District, Shandong Province, Qingdao City, China; and Lane 218, Qingyi Road, High-tech Zone, Ningbo, China; and 27 Zigang Road, Science and Education New Town, Jiangsu Province, Taicang City, China; and Building A2, Liangjiang Quaker Headquarters City, No. 598 Liangjiang Avenue, Longxing Town, Yubei District, Chongqing, China; and Block A, No. 515 Shennan Road, Minhang District, Shanghai, China.",Northwestern Polytechnical University,Research Institute,"CHINA, PEOPLE'S REPUBLIC OF",88 FR 13675,6/3/2023,2023,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"127 Yonyi Xilu, Xi'an 71002 Shaanxi, China; and Youyi Xi Lu, Xi'an, Shaanxi, China; and No. 1 Bianjia Cun, Xi'an, China; and West Friendship Rd. 59, Xi'an, China; and 3 10 W Apt 3, Xi'an, China; and Yard 5, Yangfangdian East Road, Haidian District, Beijing, China; and 20th Floor, Block B, Innovation Building, 17 Laodong South Road, Xi'an, China; and 25th Floor, Shenzhen Sanhang Technology Building, Northwestern Polytechnical University, No. 45, Gaoxin South 9th Road, Nanshan District, Shenzhen, China; and Building 4, Phase II, Qingdao Blue Valley Venture Center, Jimo District, Shandong Province, Qingdao City, China; and Lane 218, Qingyi Road, High-tech Zone, Ningbo, China; and 27 Zigang Road, Science and Education New Town, Jiangsu Province, Taicang City, China; and Building A2, Liangjiang Quaker Headquarters City, No. 598 Liangjiang Avenue, Longxing Town, Yubei District, Chongqing, China; and Block A, No. 515 Shennan Road, Minhang District, Shanghai, China.","['Northwest Polytechnic University', 'Northwest Polytechnical University', 'Northwestern Polytechnic University', 'Northwestern Polytechnical University, Beijing Research Institute', 'Northwestern Polytechnical University, Chongqing Innovation Center', 'Northwestern Polytechnical University, Collaborative Innovation Center', 'Northwestern Polytechnical University, Ningbo Research Institute', 'Northwestern Polytechnical University, Qingdao Research Institute', 'Northwestern Polytechnical University, Shenzhen Research Institute', 'Northwestern Polytechnical University, Yangtze River Delta Research Institute.']",NaN
1047,,"Nuopuxun Electronic Technology Co.Limited, , a.k.a., the following one alias:
-Shenzhen Nuopuxun Electronic Technology Co. Ltd.

 Huishang Center 3809, Futian District, Shenzhen, Guangdong, China; and No. 4 Longshan 4th Road, Building F, Floor 2, Third Industrial Zone, Songgang Community, Bao'an District, Shenzhen, Guangdong, 518015, China.",Nuopuxun Electronic Technology Co.Limited,Firm,"CHINA, PEOPLE'S REPUBLIC OF",88 FR 70353,11/10/2023,2023,For all items subject to the EAR. (See section 744.11 of the EAR),Policy of denial,"Huishang Center 3809, Futian District, Shenzhen, Guangdong, China; and No. 4 Longshan 4th Road, Building F, Floor 2, Third Industrial Zone, Songgang Community, Bao'an District, Shenzhen, Guangdong, 518015, China.",['Shenzhen Nuopuxun Electronic Technology Co. Ltd.'],NaN
1048,555050c219eafba18ae8e23b220ebc0ff931d3205da1ad4c7b0605d0,"OEM Hub Co Ltd, Rm 3208 32/F Central Plaza, 18 Harbour Road, Wanchai, Hong Kong; and Flat/RM 2309, 23/F, Ho King COMM Center, 2-16 Fa Yuen Street, Mongkok KLN, Hong Kong.",OEM Hub Co Ltd,Firm,"CHINA, PEOPLE'S REPUBLIC OF",76 FR 67062,31/10/2011,2011,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"Rm 3208 32/F Central Plaza, 18 Harbour Road, Wanchai, Hong Kong; and Flat/RM 2309, 23/F, Ho King COMM Center, 2-16 Fa Yuen Street, Mongkok KLN, Hong Kong.",NaN,NaN
1049,555050c219eafba18ae8e23b220ebc0ff931d3205da1ad4c7b0605d0,"OEM Hub Co Ltd, Rm 3208 32/F Central Plaza, 18 Harbour Road, Wanchai, Hong Kong; and Flat/RM 2309, 23/F, Ho King COMM Center, 2-16 Fa Yuen Street, Mongkok KLN, Hong Kong.",OEM Hub Co Ltd,Firm,"CHINA, PEOPLE'S REPUBLIC OF",85 FR 83769,23/12/2020,2020,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"Rm 3208 32/F Central Plaza, 18 Harbour Road, Wanchai, Hong Kong; and Flat/RM 2309, 23/F, Ho King COMM Center, 2-16 Fa Yuen Street, Mongkok KLN, Hong Kong.",NaN,NaN
1050,47d0bc6c6cc90c7c8aad781b565ed48230fd4d48f2e64f373ef42073,"Onstar Electronics Co. Ltd., No. 45 Hoi Yuen Road, Yau Lee Center, 3rd Floor, Unit 83, Kwun Tong, Kowloon, Hong Kong; and Zhonghang Road, Dynamic World Building Room 811, Futian District, Shenzhen, Guangdong, 18031, China.",Onstar Electronics Co. Ltd.,Firm,"CHINA, PEOPLE'S REPUBLIC OF",88 FR 70353,11/10/2023,2023,For all items subject to the EAR. (See section 744.11 of the EAR),Policy of denial,"No. 45 Hoi Yuen Road, Yau Lee Center, 3rd Floor, Unit 83, Kwun Tong, Kowloon, Hong Kong; and Zhonghang Road, Dynamic World Building Room 811, Futian District, Shenzhen, Guangdong, 18031, China.",NaN,NaN
1051,b6b68a8b5efa3a2f8cbe6ada01961f191aa506ba9d47549129209794,"OnTime Electronics Technology Company, Room 609-610 6/F Boss Commercial Center, 28 Ferry Street, Jordon, Kowloon, Hong Kong.",OnTime Electronics Technology Company,Firm,"CHINA, PEOPLE'S REPUBLIC OF",75 FR 36519,28/6/2010,2010,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"Room 609-610 6/F Boss Commercial Center, 28 Ferry Street, Jordon, Kowloon, Hong Kong.",NaN,NaN
1052,b6b68a8b5efa3a2f8cbe6ada01961f191aa506ba9d47549129209794,"OnTime Electronics Technology Company, Room 609-610 6/F Boss Commercial Center, 28 Ferry Street, Jordon, Kowloon, Hong Kong.",OnTime Electronics Technology Company,Firm,"CHINA, PEOPLE'S REPUBLIC OF",85 FR 83769,23/12/2020,2020,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"Room 609-610 6/F Boss Commercial Center, 28 Ferry Street, Jordon, Kowloon, Hong Kong.",NaN,NaN
1053,,"Opturn Co. Ltd., , a.k.a., the following one alias:
-Beijing Outang Technology Co. Ltd.

 Yingzhi Building, No., 49-3, Suzhoujie Street, Beijing, China; and Room 301, Building 3, Northwest District, Suzhou Nano City, Suzhou Industrial Park, Suzhou, China; and Room 102, Block B, Oriental Hope Building, No. 3 Gaopeng Avenue, High-tech Zone, Chengdu, China.",Opturn Co. Ltd.,Firm,"CHINA, PEOPLE'S REPUBLIC OF",88 FR 38741,14/6/2023,2023,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"Yingzhi Building, No., 49-3, Suzhoujie Street, Beijing, China; and Room 301, Building 3, Northwest District, Suzhou Nano City, Suzhou Industrial Park, Suzhou, China; and Room 102, Block B, Oriental Hope Building, No. 3 Gaopeng Avenue, High-tech Zone, Chengdu, China.",['Beijing Outang Technology Co. Ltd.'],NaN
1054,124258ae36ffd09f238df7efa0f832d0c85418dde5be72a323df478d,"Oriental Logistics Group LTD, , a.k.a., the following one alias:
-Oriental Air Transport Service Ltd.

 Room 2114, 21/F., Shenhua Commercial, Bldg., No. 2018 Jiabin Rd., Luo Hu District, Shenzhen, China 418001; and Unit B, 10th Floor, United Overseas Plaza, No. 11, Lai Yip Street, Kwun Tong, Kowloon, Hong Kong.",Oriental Logistics Group LTD,Firm,"CHINA, PEOPLE'S REPUBLIC OF",85 FR 59421,22/9/2020,2020,All items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"Room 2114, 21/F., Shenhua Commercial, Bldg., No. 2018 Jiabin Rd., Luo Hu District, Shenzhen, China 418001; and Unit B, 10th Floor, United Overseas Plaza, No. 11, Lai Yip Street, Kwun Tong, Kowloon, Hong Kong.",['Oriental Air Transport Service Ltd.'],NaN
1055,124258ae36ffd09f238df7efa0f832d0c85418dde5be72a323df478d,"Oriental Logistics Group LTD, , a.k.a., the following one alias:
-Oriental Air Transport Service Ltd.

 Room 2114, 21/F., Shenhua Commercial, Bldg., No. 2018 Jiabin Rd., Luo Hu District, Shenzhen, China 418001; and Unit B, 10th Floor, United Overseas Plaza, No. 11, Lai Yip Street, Kwun Tong, Kowloon, Hong Kong.",Oriental Logistics Group LTD,Firm,"CHINA, PEOPLE'S REPUBLIC OF",85 FR 83769,23/12/2020,2020,All items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"Room 2114, 21/F., Shenhua Commercial, Bldg., No. 2018 Jiabin Rd., Luo Hu District, Shenzhen, China 418001; and Unit B, 10th Floor, United Overseas Plaza, No. 11, Lai Yip Street, Kwun Tong, Kowloon, Hong Kong.",['Oriental Air Transport Service Ltd.'],NaN
1056,124258ae36ffd09f238df7efa0f832d0c85418dde5be72a323df478d,"Oriental Logistics Group LTD, , a.k.a., the following one alias:
-Oriental Air Transport Service Ltd.

 Room 2114, 21/F., Shenhua Commercial, Bldg., No. 2018 Jiabin Rd., Luo Hu District, Shenzhen, China 418001; and Unit B, 10th Floor, United Overseas Plaza, No. 11, Lai Yip Street, Kwun Tong, Kowloon, Hong Kong.",Oriental Logistics Group LTD,Firm,"CHINA, PEOPLE'S REPUBLIC OF",87 FR 38925,30/6/2022,2022,All items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"Room 2114, 21/F., Shenhua Commercial, Bldg., No. 2018 Jiabin Rd., Luo Hu District, Shenzhen, China 418001; and Unit B, 10th Floor, United Overseas Plaza, No. 11, Lai Yip Street, Kwun Tong, Kowloon, Hong Kong.",['Oriental Air Transport Service Ltd.'],NaN
1057,,"Panda International Information Technology Company Ltd., 7/F, B Tower, Yingwu Conference Center, No. 6. Huayuan Road, Haidian District, Beijing, China; and Rm 606 Block B, Beijing Agricultural Science Building, Shugang Garden Haidian Middle Rd, Beijing, China",Panda International Information Technology Company Ltd.,Firm,"CHINA, PEOPLE'S REPUBLIC OF",79 FR 36202,26/6/2014,2014,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"7/F, B Tower, Yingwu Conference Center, No. 6. Huayuan Road, Haidian District, Beijing, China; and Rm 606 Block B, Beijing Agricultural Science Building, Shugang Garden Haidian Middle Rd, Beijing, China",NaN,NaN
1058,6bd36b9f77c48d56c594a910530de0f7a0e30abb5f8d898d0a686437,"Panda Semiconductor, Room 2, Unit A 14/F Shun on Commercial building, 112-114 Des Voeux Road, Central, Hong Kong.",Panda Semiconductor,Firm,"CHINA, PEOPLE'S REPUBLIC OF",81 FR 40178,21/6/2016,2016,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"Room 2, Unit A 14/F Shun on Commercial building, 112-114 Des Voeux Road, Central, Hong Kong.",NaN,NaN
1059,6bd36b9f77c48d56c594a910530de0f7a0e30abb5f8d898d0a686437,"Panda Semiconductor, Room 2, Unit A 14/F Shun on Commercial building, 112-114 Des Voeux Road, Central, Hong Kong.",Panda Semiconductor,Firm,"CHINA, PEOPLE'S REPUBLIC OF",85 FR 83769,23/12/2020,2020,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"Room 2, Unit A 14/F Shun on Commercial building, 112-114 Des Voeux Road, Central, Hong Kong.",NaN,NaN
1060,0072bb99a466aee8eb19bc01fce70f0e9dd78318776b4b5ee1717e44,"Peac Institute of Multiscale Science, , a.k.a., the following two aliases:
-Peak Multiscale Science Institute; and
-Peak Multi-Scale Scientific Research Institute.

 111, 1st Section, Northern 2nd Ring Road, Chengdu, China.",Peac Institute of Multiscale Science,Research Institute,"CHINA, PEOPLE'S REPUBLIC OF",85 FR 34497,5/6/2020,2020,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"111, 1st Section, Northern 2nd Ring Road, Chengdu, China.","['Peak Multiscale Science Institute', 'Peak Multi-Scale Scientific Research Institute.']",NaN
1061,,"Peaceful Vision (Lianyungang) Electronic Co. Ltd., , a.k.a., the following two aliases:
-Hangxing Electronics (Lianyungang) Co. Ltd.; and
-Peaceful Vision Co. Ltd.

 No. 1 Changxing Road, Song Economic High-tech Zone, Lianyungang, Jiangsu, China; and No. 1 Changxing Road, Songtiao Hi-Tech Industrial Development Zone, Lianyungang, Jiangsu, China; and 20K, West Building, Science and Technology Capital, 668 Beijing East Road, Huangpu District, Shanghai, China; and Room 601, Unit 4, Building 5, Yufu Jiayuan, Yuquan Road, Haidian District, Beijing, China; and 4201A, 42/F, SEG Plaza, Shennan Middle Road, Shenzhen, China; and Room 813 8/F Hung Hom Commercial Center Block A 39 Ma Tau Wai Road, Hung Hom, Kowloon, Hong Kong.",Peaceful Vision (Lianyungang) Electronic Co. Ltd.,Firm,"CHINA, PEOPLE'S REPUBLIC OF",85 FR 52901,27/8/2020,2020,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"No. 1 Changxing Road, Song Economic High-tech Zone, Lianyungang, Jiangsu, China; and No. 1 Changxing Road, Songtiao Hi-Tech Industrial Development Zone, Lianyungang, Jiangsu, China; and 20K, West Building, Science and Technology Capital, 668 Beijing East Road, Huangpu District, Shanghai, China; and Room 601, Unit 4, Building 5, Yufu Jiayuan, Yuquan Road, Haidian District, Beijing, China; and 4201A, 42/F, SEG Plaza, Shennan Middle Road, Shenzhen, China; and Room 813 8/F Hung Hom Commercial Center Block A 39 Ma Tau Wai Road, Hung Hom, Kowloon, Hong Kong.","['Hangxing Electronics (Lianyungang) Co. Ltd.', 'Peaceful Vision Co. Ltd.']",NaN
1062,,"Peaceful Vision (Lianyungang) Electronic Co. Ltd., , a.k.a., the following two aliases:
-Hangxing Electronics (Lianyungang) Co. Ltd.; and
-Peaceful Vision Co. Ltd.

 No. 1 Changxing Road, Song Economic High-tech Zone, Lianyungang, Jiangsu, China; and No. 1 Changxing Road, Songtiao Hi-Tech Industrial Development Zone, Lianyungang, Jiangsu, China; and 20K, West Building, Science and Technology Capital, 668 Beijing East Road, Huangpu District, Shanghai, China; and Room 601, Unit 4, Building 5, Yufu Jiayuan, Yuquan Road, Haidian District, Beijing, China; and 4201A, 42/F, SEG Plaza, Shennan Middle Road, Shenzhen, China; and Room 813 8/F Hung Hom Commercial Center Block A 39 Ma Tau Wai Road, Hung Hom, Kowloon, Hong Kong.",Peaceful Vision (Lianyungang) Electronic Co. Ltd.,Firm,"CHINA, PEOPLE'S REPUBLIC OF",85 FR 83769,23/12/2020,2020,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"No. 1 Changxing Road, Song Economic High-tech Zone, Lianyungang, Jiangsu, China; and No. 1 Changxing Road, Songtiao Hi-Tech Industrial Development Zone, Lianyungang, Jiangsu, China; and 20K, West Building, Science and Technology Capital, 668 Beijing East Road, Huangpu District, Shanghai, China; and Room 601, Unit 4, Building 5, Yufu Jiayuan, Yuquan Road, Haidian District, Beijing, China; and 4201A, 42/F, SEG Plaza, Shennan Middle Road, Shenzhen, China; and Room 813 8/F Hung Hom Commercial Center Block A 39 Ma Tau Wai Road, Hung Hom, Kowloon, Hong Kong.","['Hangxing Electronics (Lianyungang) Co. Ltd.', 'Peaceful Vision Co. Ltd.']",NaN
1063,3ae6e2163c994bae0c7ad2294367a736707bf11b0d81bf02d834918e,"Peaktek Company Ltd., Room 803, Chevalier Building, 45-51 Chatham Road, South Kowloon, Hong Kong.",Peaktek Company Ltd.,Firm,"CHINA, PEOPLE'S REPUBLIC OF",86 FR 67319,26/11/2021,2021,All items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"Room 803, Chevalier Building, 45-51 Chatham Road, South Kowloon, Hong Kong.",NaN,NaN
1064,554223dffe57d538873b482b678e15367860b28c160acfa65d3a4df2,"Pera Global, , a.k.a., the following three aliases:
-Anshi Asia Pacific;
-Anshi Asia-Pacific Technology Co. Ltd.; and
-Pera Corporation Ltd.

 Building CN08, No. 1, Balizhuang Dongli, Chaoyang District, Beijing, China; and Room 901, Building 5, Jingyao Qiantan, No. 36, Pingjiaqiao Road, Pudong New Area, Shanghai; and Room 313, Neusoft Software Park, No. 1000 Ziyue Road, Minhang District, Shanghai, China; and Room 02, 03, 7th Floor, No. 201, Century Avenue, (Shanghai) Pilot Free Trade Zone, China; and Unit 2602-2607, Building 2, International Finance Center, No. 1, Section 3, Hongxing Road, Jinjiang District, Chengdu, China; and A730, Lidu Plaza, No. 8, Dakejia Lane, Jinjiang District, Chengdu City, Sichuan Province, China; and Unit 01, Building 1, Block 16, Helenbergh Creative Park, No. 329, Yushan West Road, Panyu District, Guangzhou, China; and 18th Floor, Building D1, Science and Technology City, No. 32, Dazhou Road, Yuhuatai District, Nanjing, China; and Room 605, Office Building, Wanda Center, No. 96, Linjiang Avenue, Jiyu Bridge, Wuchang District, Wuhan City, China; and Room 2210, Guomao Building, No. 38 Qingnian Road, Yuzhong District, Chongqing, China; and Room 1508/1509, Block A, Haixing City Plaza, No. 37 Keji Road, Hi-tech Industrial Development Zone, Xi'an City, China; and Room 505, Building B01, International Software Park, Hunnan District, Shenyang City, China; and Room 1301, 13/F, Baofa Commercial Building, 20 Austin Road, Tsim Sha Tsui, Kowloon, Hong Kong.",Pera Global,Firm,"CHINA, PEOPLE'S REPUBLIC OF",88 FR 38741,14/6/2023,2023,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"Building CN08, No. 1, Balizhuang Dongli, Chaoyang District, Beijing, China; and Room 901, Building 5, Jingyao Qiantan, No. 36, Pingjiaqiao Road, Pudong New Area, Shanghai; and Room 313, Neusoft Software Park, No. 1000 Ziyue Road, Minhang District, Shanghai, China; and Room 02, 03, 7th Floor, No. 201, Century Avenue, (Shanghai) Pilot Free Trade Zone, China; and Unit 2602-2607, Building 2, International Finance Center, No. 1, Section 3, Hongxing Road, Jinjiang District, Chengdu, China; and A730, Lidu Plaza, No. 8, Dakejia Lane, Jinjiang District, Chengdu City, Sichuan Province, China; and Unit 01, Building 1, Block 16, Helenbergh Creative Park, No. 329, Yushan West Road, Panyu District, Guangzhou, China; and 18th Floor, Building D1, Science and Technology City, No. 32, Dazhou Road, Yuhuatai District, Nanjing, China; and Room 605, Office Building, Wanda Center, No. 96, Linjiang Avenue, Jiyu Bridge, Wuchang District, Wuhan City, China; and Room 2210, Guomao Building, No. 38 Qingnian Road, Yuzhong District, Chongqing, China; and Room 1508/1509, Block A, Haixing City Plaza, No. 37 Keji Road, Hi-tech Industrial Development Zone, Xi'an City, China; and Room 505, Building B01, International Software Park, Hunnan District, Shenyang City, China; and Room 1301, 13/F, Baofa Commercial Building, 20 Austin Road, Tsim Sha Tsui, Kowloon, Hong Kong.","['Anshi Asia Pacific', 'Anshi Asia-Pacific Technology Co. Ltd.', 'Pera Corporation Ltd.']",NaN
1065,,"Pinky Trading Co. Ltd., 338 Queen's Road, Central, Hong Kong.",Pinky Trading Co. Ltd.,Firm,"CHINA, PEOPLE'S REPUBLIC OF",81 FR 40178,21/6/2016,2016,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"338 Queen's Road, Central, Hong Kong.",NaN,NaN
1066,,"Pinky Trading Co. Ltd., 338 Queen's Road, Central, Hong Kong.",Pinky Trading Co. Ltd.,Firm,"CHINA, PEOPLE'S REPUBLIC OF",85 FR 83769,23/12/2020,2020,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"338 Queen's Road, Central, Hong Kong.",NaN,NaN
1067,,"Pishan Haishi Yong'an Electronic Technology Co. Ltd., , a.k.a., the following two aliases:
-PiShan Haishi YongAn Electronic Technology Co. Ltd.; and
-Pishan Haishi Yongan Electronic Technology Co. Ltd.

 No. 28, Guma North Road, Pishan County, Hotan Prefecture, Xinjiang, 845150 China.",Pishan Haishi Yong'an Electronic Technology Co. Ltd.,Firm,"CHINA, PEOPLE'S REPUBLIC OF",88 FR 18985,30/3/2023,2023,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"No. 28, Guma North Road, Pishan County, Hotan Prefecture, Xinjiang, 845150 China.","['PiShan Haishi YongAn Electronic Technology Co. Ltd.', 'Pishan Haishi Yongan Electronic Technology Co. Ltd.']",NaN
1068,2d4d3e8871fac4357ead563e9a4e26c1d1aa7773cdb5085f976eca0c,"Planet Technology, , a.k.a., the following five aliases:
-Planet Technology (Hong Kong) Ltd.;
-Planet Technologies;
-Planetec;
-Stellar Technology (Hong Kong) Co. Ltd.; and
-Pailai (Shanghai) Trading Co. Ltd.

 15th Floor, New Times Center, 391-407 Jaffe Road, Wanchai, Hong Kong; and Room 2116, 21st Floor, Elevator No. 12, East District, Huaneng Building, No. 2068, Shennan Middle Road, Huaqiangbei Street, Futian District, Shenzhen, Guangdong, China; and Room 1604, West Tower, Zhongrong Hengrui Building, No. 560 Zhangyang Road, Pudong, Shanghai, China; and Room 2002, Wuxing Nianhua Business Building, No. 139 Hanzhong Road, Qinhuai District, Nanjing City, Jiangsu Province, China; and Room 805, Block 1, Guanghua Chang'an Building, No. 7 Jianguomen Inner Street, Dongcheng District, Beijing, China; and Room 13-2-407, Phase III, New Territories, No. 85, East 3rd Street, Taipingyuan, Wuhou District, Chengdu City, Sichuan Province, China.",Planet Technology,Firm,"CHINA, PEOPLE'S REPUBLIC OF",88 FR 85097,7/12/2023,2023,"For all items subject to the EAR. (See sectionsection 734.9(g),
3 746.8(a)(3), and 744.21(b) of the EAR)",Policy of denial,"15th Floor, New Times Center, 391-407 Jaffe Road, Wanchai, Hong Kong; and Room 2116, 21st Floor, Elevator No. 12, East District, Huaneng Building, No. 2068, Shennan Middle Road, Huaqiangbei Street, Futian District, Shenzhen, Guangdong, China; and Room 1604, West Tower, Zhongrong Hengrui Building, No. 560 Zhangyang Road, Pudong, Shanghai, China; and Room 2002, Wuxing Nianhua Business Building, No. 139 Hanzhong Road, Qinhuai District, Nanjing City, Jiangsu Province, China; and Room 805, Block 1, Guanghua Chang'an Building, No. 7 Jianguomen Inner Street, Dongcheng District, Beijing, China; and Room 13-2-407, Phase III, New Territories, No. 85, East 3rd Street, Taipingyuan, Wuhou District, Chengdu City, Sichuan Province, China.","['Planet Technology (Hong Kong) Ltd.', 'Planet Technologies', 'Planetec', 'Stellar Technology (Hong Kong) Co. Ltd.', 'Pailai (Shanghai) Trading Co. Ltd.']",NaN
1069,9691fe8f00824e064417d5a994dd289c6d51ffac70a2b4128f9abef8,"Poly Asia Pacific Ltd., (PAPL), , a.k.a., the following one alias:
-Beijing Oriental Vision Petroleum Technology Company Limited (OVTEK-P).

 Room 1103, Hang Seng Mongkok Building, 677 Nathan Road, Mongkok, Kowloon Hong Kong; and
 Suite 803, Tower A. Olympic City, Fortune Centre, Beiyuan Road, Chaoyan, District Beijing, China.","Poly Asia Pacific Ltd., (PAPL)",Firm,"CHINA, PEOPLE'S REPUBLIC OF",86 FR 67319,26/11/2021,2021,All items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"Room 1103, Hang Seng Mongkok Building, 677 Nathan Road, Mongkok, Kowloon Hong Kong; and
 Suite 803, Tower A. Olympic City, Fortune Centre, Beiyuan Road, Chaoyan, District Beijing, China.",['Beijing Oriental Vision Petroleum Technology Company Limited (OVTEK-P).'],NaN
1070,cd186c537b9c4e40c92ef78948c4f87622488c3ac65221725da5aa78,"Poly Technologies Inc., 11F Poly Plaza, 14 Dongzhimen Nandajie, Beijing China; and 27 Wanshoulu, Haidian district, Beijing, China",Poly Technologies Inc.,Firm,"CHINA, PEOPLE'S REPUBLIC OF",79 FR 36202,26/6/2014,2014,For all items subject to the EAR. (See section 744.11 of the EAR),Presumption of denial,"11F Poly Plaza, 14 Dongzhimen Nandajie, Beijing China; and 27 Wanshoulu, Haidian district, Beijing, China",NaN,NaN
